Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,TotalSpend,LuxurySpend,BasicSpend,HomePlanet_TargetMean,Destination_TargetMean,VIP_TargetMean,CryoSleep_TargetMean,Cabin_Prefix_TargetMean,GroupSize_TargetMean,MaxSpendCategory_TargetMean,Age_TargetMean,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_nan,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_nan,VIP_False,VIP_True,VIP_nan,CryoSleep_False,CryoSleep_True,CryoSleep_nan,Cabin_Prefix_A,Cabin_Prefix_B,Cabin_Prefix_C,Cabin_Prefix_D,Cabin_Prefix_E,Cabin_Prefix_F,Cabin_Prefix_G,Cabin_Prefix_T,Cabin_Prefix_nan,GroupSize_1,GroupSize_2,GroupSize_3,GroupSize_4,GroupSize_5,GroupSize_6,GroupSize_7,GroupSize_8,MaxSpendCategory_FoodCourt,MaxSpendCategory_None,MaxSpendCategory_RoomService,MaxSpendCategory_ShoppingMall,MaxSpendCategory_Spa,MaxSpendCategory_VRDeck,Transported
73,27,2,71,1208,0,1308,1208,29,0.523024446,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.104712042,0.142857143,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
26,0,0,0,0,0,0,0,0,0.658845612,0.471174979,0.503623605,0.817583141,0.680053548,0.452445369,0.786476868,0.47761194,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
33,0,0,0,0,0,0,0,0,0.658845612,0.61,0.506332167,0.817583141,0.734274711,0.452445369,0.786476868,0.466292135,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
39,1,275,33,376,105,790,481,276,0.42394611,0.471174979,0.506332167,0.328920757,0.357305936,0.452445369,0.104712042,0.449275362,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
19,5,639,0,84,180,908,264,644,0.42394611,0.471174979,0.503623605,0.328920757,0.516217272,0.452445369,0.585867621,0.470989761,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
12,0,0,0,0,0,0,0,0,0.42394611,0.61,0.506332167,0.328920757,0.516217272,0.59245283,0.786476868,0.707317073,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,TRUE
10,0,0,0,0,0,0,0,0,0.42394611,0.61,0.506332167,0.817583141,0.516217272,0.59245283,0.786476868,0.641025641,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.59245283,0.786476868,0.808988764,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.59245283,0.786476868,0.808988764,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,TRUE
1,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.59245283,0.786476868,0.731343284,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,TRUE
33,0,0,2,787,1,790,788,0,0.42394611,0.471174979,0.506332167,0.328920757,0.357305936,0.452445369,0.104712042,0.466292135,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
23,0,169,0,553,0,722,553,169,0.42394611,0.61,0.506332167,0.328920757,0.439871152,0.452445369,0.104712042,0.469178082,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
5,0,0,0,0,0,0,0,0,0.523024446,0.471174979,0.506332167,0.817583141,0.439871152,0.452445369,0.786476868,0.606060606,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
24,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.432098765,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
26,0,0,0,0,0,0,0,0,0.523024446,0.471174979,0.506332167,0.328920757,0.357305936,0.452445369,0.786476868,0.47761194,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
30,0,3722,4,140,4045,7911,4185,3722,0.658845612,0.61,0.506332167,0.328920757,0.734274711,0.452445369,0.124859393,0.448087432,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
33,0,763,8,2,30,803,32,763,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.585867621,0.466292135,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
56,4694,0,2661,51,0,7406,51,4694,0.523024446,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.140734266,0.458333333,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
25,0,0,0,0,0,0,0,0,0.42394611,0.503768844,0.506332167,0.817583141,0.516217272,0.538049941,0.786476868,0.481481481,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
28.82793047,928,20,0,0,0,948,0,948,0.42394611,0.471174979,0.503623605,0.328920757,0.439871152,0.538049941,0.140734266,0.503623605,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
25,9,852,73,12,57,1003,69,861,0.503623605,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.585867621,0.481481481,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
18,0,0,454,0,263,717,263,0,0.42394611,0.61,0.506332167,0.328920757,0.439871152,0.452445369,0.511777302,0.5,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
60,1891,640,0,360,52,2943,412,2531,0.658845612,0.471174979,0.381909548,0.328920757,0.680053548,0.538049941,0.140734266,0.441176471,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,TRUE
41,0,2334,1,6,23,2364,29,2334,0.658845612,0.471174979,0.506332167,0.328920757,0.680053548,0.538049941,0.585867621,0.519379845,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
16,112,0,38,77,443,670,520,112,0.42394611,0.503768844,0.506332167,0.328920757,0.439871152,0.452445369,0.124859393,0.544217687,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
17,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.563291139,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
26,0,4,361,0,19,384,19,4,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.452445369,0.511777302,0.47761194,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
31,2,811,0,0,0,813,0,813,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.452445369,0.585867621,0.410891089,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
67,143,68,496,182,9,898,191,211,0.503623605,0.471174979,0.506332167,0.328920757,0.502512563,0.452445369,0.511777302,0.538461538,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
16,0,231,569,2,0,802,2,231,0.42394611,0.61,0.506332167,0.328920757,0.439871152,0.452445369,0.511777302,0.544217687,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
24,0,94,1,56,427,578,483,94,0.42394611,0.61,0.506332167,0.328920757,0.439871152,0.452445369,0.124859393,0.432098765,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
19,0,1333,3,624,254,2214,878,1333,0.42394611,0.503623605,0.506332167,0.328920757,0.439871152,0.452445369,0.585867621,0.470989761,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
48,0,3578,80,123,0,3781,123,3578,0.658845612,0.61,0.506332167,0.328920757,0.433054393,0.614942529,0.585867621,0.541666667,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,TRUE
30,1,6398,0,2,295,6696,297,6399,0.658845612,0.471174979,0.506332167,0.328920757,0.433054393,0.614942529,0.585867621,0.448087432,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,TRUE
22,0,8882,21,2204,19,11126,2223,8882,0.658845612,0.471174979,0.506332167,0.328920757,0.433054393,0.614942529,0.585867621,0.457044674,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,TRUE
28,0,4424,3,207,1572,6206,1779,4424,0.658845612,0.471174979,0.381909548,0.328920757,0.433054393,0.614942529,0.585867621,0.561797753,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,TRUE
23,0,0,0,0,0,0,0,0,0.658845612,0.61,0.506332167,0.817583141,0.433054393,0.614942529,0.786476868,0.469178082,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,TRUE
29,0,699,0,0,1955,2654,1955,699,0.658845612,0.471174979,0.506332167,0.328920757,0.433054393,0.614942529,0.124859393,0.486956522,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,FALSE
22,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.457044674,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
48,140,127,0,4102,521,4890,4623,267,0.658845612,0.61,0.506332167,0.328920757,0.680053548,0.452445369,0.104712042,0.541666667,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
26,17,0,1582,0,0,1599,0,17,0.523024446,0.503623605,0.506332167,0.328920757,0.439871152,0.452445369,0.511777302,0.47761194,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
23,1639,1218,0,1,0,2858,1,2857,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.140734266,0.469178082,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE
55,1104,0,0,0,0,1104,0,1104,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.140734266,0.470588235,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
46,2249,153,137,0,194,2733,194,2402,0.658845612,0.471174979,0.506332167,0.328920757,0.357305936,0.452445369,0.140734266,0.494845361,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
38,0,0,0,0,1381,1381,1381,0,0.42394611,0.503768844,0.506332167,0.328920757,0.439871152,0.593137255,0.124859393,0.440993789,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,FALSE
2,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.593137255,0.786476868,0.706666667,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,TRUE
3,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.593137255,0.786476868,0.786666667,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,TRUE
20,0,0,0,788,16,804,804,0,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.104712042,0.454873646,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
65,5,317,0,0,123,445,123,322,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.452445369,0.585867621,0.304347826,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
28.82793047,181,0,2,0,663,846,663,181,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.452445369,0.124859393,0.503623605,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
25,113,0,0,1282,0,1395,1282,113,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.104712042,0.481481481,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
54,0,316,257,0,0,573,0,316,0.42394611,0.503768844,0.506332167,0.328920757,0.439871152,0.538049941,0.585867621,0.47761194,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
25,0,0,1,735,25,761,760,0,0.42394611,0.61,0.506332167,0.328920757,0.439871152,0.538049941,0.104712042,0.481481481,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
14,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.557971014,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
53,0,13527,0,0,771,14298,771,13527,0.658845612,0.61,0.506332167,0.328920757,0.49609375,0.452445369,0.585867621,0.491803279,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
0,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.538049941,0.786476868,0.808988764,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
39,0,43,864,0,85,992,85,43,0.42394611,0.471174979,0.506332167,0.328920757,0.357305936,0.538049941,0.511777302,0.449275362,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
22,8,710,0,27,0,745,27,718,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.585867621,0.457044674,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
31,120,0,657,52,0,829,52,120,0.523024446,0.61,0.506332167,0.328920757,0.433054393,0.452445369,0.511777302,0.410891089,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
24,0,0,0,0,0,0,0,0,0.523024446,0.503623605,0.506332167,0.817583141,0.439871152,0.452445369,0.786476868,0.432098765,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
35,0,1,0,0,3156,3157,3156,1,0.658845612,0.471174979,0.381909548,0.328920757,0.49609375,0.538049941,0.124859393,0.514619883,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
35,95,3441,0,391,318,4245,709,3536,0.658845612,0.61,0.506332167,0.328920757,0.49609375,0.538049941,0.585867621,0.514619883,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
32,0,0,0,0,0,0,0,0,0.523024446,0.471174979,0.506332167,0.817583141,0.439871152,0.538049941,0.786476868,0.43718593,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
61,953,415,974,0,133,2475,133,1368,0.523024446,0.471174979,0.506332167,0.328920757,0.439871152,0.538049941,0.511777302,0.5625,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
58,14,0,1081,0,0,1095,0,14,0.42394611,0.61,0.506332167,0.328920757,0.439871152,0.452445369,0.511777302,0.510638298,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
26,1752,22,0,4,0,1778,4,1774,0.523024446,0.471174979,0.506332167,0.328920757,0.433054393,0.452445369,0.140734266,0.47761194,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
4,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.503623605,0.817583141,0.516217272,0.614942529,0.786476868,0.746478873,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.614942529,0.786476868,0.731343284,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,FALSE
8,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.614942529,0.786476868,0.565217391,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,TRUE
7,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.614942529,0.786476868,0.615384615,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,FALSE
25,0,60,0,646,1115,1821,1761,60,0.42394611,0.471174979,0.506332167,0.503623605,0.516217272,0.614942529,0.124859393,0.481481481,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,FALSE
6,0,0,0,0,0,0,0,0,0.503623605,0.471174979,0.506332167,0.328920757,0.516217272,0.614942529,0.786476868,0.575,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,FALSE
29,0,0,0,0,865,865,865,0,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.124859393,0.486956522,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
64,0,0,0,0,0,0,0,0,0.523024446,0.471174979,0.506332167,0.817583141,0.439871152,0.452445369,0.786476868,0.551724138,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
31,0,1983,0,172,52,2207,224,1983,0.658845612,0.471174979,0.503623605,0.328920757,0.680053548,0.452445369,0.585867621,0.410891089,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
25,0,0,0,0,0,0,0,0,0.523024446,0.471174979,0.506332167,0.817583141,0.357305936,0.452445369,0.786476868,0.481481481,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
30,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.452445369,0.786476868,0.448087432,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
0,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.538049941,0.786476868,0.808988764,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
29,0,0,0,486,1479,1965,1965,0,0.42394611,0.503768844,0.506332167,0.503623605,0.439871152,0.538049941,0.124859393,0.486956522,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
37,28,25,26,806,3,888,809,53,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.452445369,0.104712042,0.418079096,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
49,0,0,0,724,0,724,724,0,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.104712042,0.409638554,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
36,0,583,1789,19,1009,3400,1028,583,0.658845612,0.471174979,0.506332167,0.328920757,0.433054393,0.452445369,0.511777302,0.5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
20,470,128,0,0,9,607,9,598,0.42394611,0.61,0.506332167,0.328920757,0.439871152,0.452445369,0.140734266,0.454873646,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE
20,2215,0,0,86,0,2301,86,2215,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.140734266,0.454873646,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE
18,0,16263,72,0,15,16350,15,16263,0.658845612,0.61,0.506332167,0.503623605,0.680053548,0.538049941,0.585867621,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
17,0,0,0,0,0,0,0,0,0.658845612,0.61,0.506332167,0.817583141,0.502512563,0.538049941,0.786476868,0.563291139,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
48,0,0,0,0,0,0,0,0,0.523024446,0.471174979,0.506332167,0.817583141,0.357305936,0.452445369,0.786476868,0.541666667,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
26,0,3,176,611,0,790,611,3,0.42394611,0.471174979,0.506332167,0.328920757,0.357305936,0.452445369,0.104712042,0.47761194,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
35,0,88,718,46,0,852,46,88,0.42394611,0.471174979,0.506332167,0.328920757,0.516217272,0.452445369,0.511777302,0.514619883,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
30,116,0,0,728,29,873,757,116,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.452445369,0.104712042,0.448087432,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
22,0,0,22,0,702,724,702,0,0.42394611,0.471174979,0.506332167,0.328920757,0.439871152,0.538049941,0.124859393,0.457044674,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
5,0,0,0,0,0,0,0,0,0.42394611,0.471174979,0.506332167,0.817583141,0.516217272,0.538049941,0.786476868,0.606060606,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
